"","Kingdom","Phylum","Class","Order","Family","Genus","Species","SourceID","Seq","indtype"
"663","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Procladius","Procladius_choreus","95_Match","sq20010",NA
"664","Metazoa","Mollusca","Gastropoda",NA,"Ringiculidae","Ringicula","Ringicula_doliaris","95_Match","sq20049",NA
"665","Metazoa","Mollusca","Gastropoda",NA,NA,NA,NA,"95_Match","sq20128",NA
"666","Metazoa","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Pandeopsis","Pandeopsis_ikarii","95_Match","sq20162",NA
"667","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Saccostrea","Saccostrea_sp._1_STH-2012","95_Match","sq20320",NA
"668","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae",NA,NA,"95_Match","sq20346",NA
"669","Metazoa","Arthropoda","Hexanauplia","Harpacticoida",NA,NA,"Harpacticoida_sp._DNZ085","95_Match","sq20333",NA
"670","Metazoa","Mollusca","Bivalvia",NA,NA,NA,"Bivalvia_HK01","95_Match","sq20339",NA
"671","Metazoa","Arthropoda","Hexanauplia","Calanoida","Pontellidae","Labidocera","Labidocera_rotunda","95_Match","sq20516",NA
"672","Metazoa","Arthropoda","Malacostraca","Decapoda","Penaeidae","Metapenaeus","Metapenaeus_monoceros","95_Match","sq20541",NA
"673","Metazoa","Arthropoda","Malacostraca","Decapoda","Portunidae","Charybdis","Charybdis_hellerii","95_Match","sq20635",NA
"674","Metazoa","Mollusca","Gastropoda",NA,"Planaxidae","Planaxis","Planaxis_sulcatus","95_Match","sq20636",NA
"675","Metazoa","Mollusca","Gastropoda","Trochida","Tegulidae",NA,NA,"95_Match","sq20714",NA
"677","Metazoa","Mollusca","Gastropoda","Neogastropoda","ColumbellidaeMitrella_bicincta",NA,NA,"95_Match","sq21049",NA
"678","Metazoa","Arthropoda","Malacostraca","Decapoda","Portunidae","Thalamita","Thalamita_spinicarpa","95_Match","sq21067",NA
"679","Metazoa","Mollusca","Gastropoda","[unassigned]_Caenogastropoda","Triphoridae","Coriophora","Coriophora_fusca","95_Match","sq21069",NA
"680","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Eirenidae","Eirene","Eirene_ceylonensis","95_Match","sq21208",NA
"681","Metazoa","Arthropoda","Hexanauplia","Sessilia",NA,NA,NA,"95_Match","sq21278",NA
"682","Metazoa","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Reticunassa","Reticunassa_festiva_complex_sp._C","95_Match","sq21276",NA
"684","Metazoa","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus",NA,"95_Match","sq21479",NA
"685","Metazoa","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Dasella","Dasella_herdmaniae","95_Match","sq21489",NA
"686","Metazoa","Mollusca","Bivalvia","Mytiloida","Mytilidae","Leiosolenus","Leiosolenus_hanleyanus","95_Match","sq21729",NA
"688","Metazoa","Porifera","Homoscleromorpha","Homosclerophorida","Plakinidae","Oscarella",NA,"95_Match","sq21916",NA
"689","Metazoa","Chordata","Actinopteri","Chaetodontiformes","Leiognathidae","Equulites","Equulites_leuciscus","95_Match","sq22063",NA
"690","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Cypraea","Cypraea_gracilis","95_Match","sq22238",NA
"691","Metazoa","Mollusca","Bivalvia",NA,NA,NA,NA,"95_Match","sq22249",NA
"692","Metazoa","Arthropoda","Malacostraca","Decapoda","Xanthidae","Novactaea","Novactaea_bella","95_Match","sq22269",NA
"693","Metazoa","Cnidaria","Scyphozoa","Rhizostomeae","Mastigiidae","Phyllorhiza","Phyllorhiza_punctata","95_Match","sq22275",NA
"694","Metazoa","Cnidaria","Anthozoa","Alcyonacea",NA,NA,NA,"95_Match","sq22492",NA
"695","Metazoa","Arthropoda","Hexanauplia","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella_longispinosa","95_Match","sq22530",NA
"696","Metazoa","Mollusca","Bivalvia","Pterioida","Pinnidae","Atrina","Atrina_pectinata","95_Match","sq22600",NA
"697","Metazoa","Mollusca","Bivalvia","Veneroida","Veneridae","Cyclina","Cyclina_sinensis","95_Match","sq22696",NA
"698","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq11",NA
"699","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14",NA
"700","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq13",NA
"701","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq25",NA
"702","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3",NA
"703","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq19",NA
"704","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq39",NA
"705","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq10",NA
"706","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq46",NA
"707","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq31",NA
"708","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq32",NA
"709","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq48",NA
"710","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq59",NA
"711","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq67",NA
"712","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq56",NA
"713","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq73",NA
"714","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq77",NA
"715","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq80",NA
"716","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq85",NA
"717","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq92",NA
"718","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq96",NA
"719","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq111",NA
"721","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq119",NA
"722","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq121",NA
"723","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq122",NA
"724","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq123",NA
"725","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq131",NA
"726","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq27",NA
"727","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq139","high"
"728","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq140",NA
"730","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq137",NA
"731","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq152",NA
"732","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq159",NA
"733","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq91",NA
"734","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq162",NA
"735","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq167",NA
"736","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq81",NA
"737","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq172",NA
"738","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq183","high"
"739","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq132","low"
"740","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq187",NA
"741","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq191",NA
"742","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq193",NA
"743","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq197",NA
"744","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq200",NA
"745","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq206",NA
"746","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq209",NA
"747","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq211",NA
"748","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq212",NA
"749","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq221",NA
"750","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq229",NA
"752","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq238",NA
"753","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq171",NA
"754","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq249","low"
"755","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq250",NA
"756","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq254",NA
"757","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq255",NA
"758","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq257",NA
"759","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq261",NA
"760","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq271",NA
"761","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq275",NA
"762","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq281",NA
"763","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq283",NA
"764","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq291",NA
"765","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq292",NA
"766","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq155",NA
"767","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq312",NA
"768","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq314",NA
"769","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq325",NA
"770","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq330",NA
"771","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq332",NA
"772","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq237",NA
"773","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq339",NA
"774","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq341",NA
"775","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq343",NA
"776","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq354",NA
"777","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq355",NA
"778","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq359",NA
"779","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq361",NA
"780","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq371","low"
"781","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq376",NA
"782","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq378",NA
"783","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq392",NA
"784","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq399",NA
"785","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq400",NA
"786","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq401",NA
"787","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq415",NA
"788","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq426",NA
"789","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq306",NA
"790","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq429",NA
"791","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq293",NA
"792","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq436",NA
"794","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq442",NA
"796","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq452",NA
"797","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq465",NA
"798","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq466",NA
"799","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq472",NA
"800","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq477",NA
"802","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq491",NA
"803","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq334",NA
"804","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq497",NA
"805","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq507",NA
"806","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq510",NA
"807","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq514",NA
"809","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq527",NA
"810","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq531",NA
"811","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq536",NA
"812","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq542",NA
"813","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq544",NA
"814","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq560",NA
"815","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq564",NA
"816","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq553","low"
"817","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq577","high"
"819","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq588",NA
"820","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq453",NA
"821","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq595","high"
"822","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq598",NA
"823","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq503",NA
"824","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq495",NA
"825","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq515",NA
"826","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq626",NA
"827","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq635",NA
"828","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq639",NA
"829","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq640",NA
"830","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq650",NA
"831","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq656",NA
"832","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq520",NA
"834","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq675",NA
"835","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq677",NA
"836","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq679","low"
"837","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq681","low"
"838","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq683",NA
"839","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq534",NA
"840","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq696",NA
"841","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq702",NA
"842","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq718",NA
"844","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq722",NA
"845","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq731",NA
"846","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq739",NA
"847","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq745",NA
"848","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq747",NA
"849","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq750","low"
"850","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq753",NA
"851","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq766",NA
"852","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq774",NA
"853","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq777",NA
"854","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq771",NA
"856","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq795",NA
"857","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq796",NA
"858","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq706",NA
"859","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq817",NA
"860","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq829","low"
"861","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq831",NA
"862","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq842",NA
"863","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq846",NA
"864","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq852",NA
"865","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq725",NA
"866","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq858",NA
"867","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq859",NA
"868","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq879",NA
"869","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq882","low"
"870","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq887",NA
"871","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq892",NA
"872","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq896",NA
"873","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq780",NA
"875","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq905",NA
"876","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq825",NA
"877","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq924",NA
"878","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq933",NA
"879","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq937",NA
"880","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq956",NA
"881","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq962",NA
"882","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq968",NA
"883","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq975","high"
"884","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq987",NA
"885","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq988",NA
"886","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq989",NA
"887","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq995",NA
"888","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1003",NA
"889","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1008",NA
"890","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1017",NA
"891","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1024",NA
"892","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq931",NA
"893","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1026",NA
"894","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1028",NA
"895","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1039",NA
"896","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1042",NA
"897","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1041","low"
"898","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1058",NA
"899","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1064",NA
"900","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1067",NA
"901","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1068",NA
"902","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1072",NA
"903","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1076",NA
"904","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1081",NA
"905","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1083",NA
"906","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1087",NA
"908","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq940",NA
"910","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1103",NA
"911","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1104",NA
"912","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1044",NA
"914","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq1156",NA
"915","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1165",NA
"916","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1050","low"
"917","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1088",NA
"918","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1195",NA
"919","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1194",NA
"920","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1205",NA
"921","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1211",NA
"922","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1215",NA
"923","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1227",NA
"924","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq1047",NA
"925","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1235",NA
"926","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1147",NA
"927","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1249","low"
"928","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1257",NA
"929","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1259",NA
"930","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1218",NA
"931","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1279",NA
"932","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1280",NA
"936","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1312",NA
"937","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq1315",NA
"938","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1322","low"
"939","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1333","low"
"940","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1232","low"
"941","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1346",NA
"942","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1352",NA
"943","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1354",NA
"945","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1357",NA
"946","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1361",NA
"947","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1372",NA
"949","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1256",NA
"950","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1388",NA
"951","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1264",NA
"952","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1402",NA
"953","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1405",NA
"954","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1410",NA
"955","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1414",NA
"956","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1424",NA
"957","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1425",NA
"958","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1426",NA
"960","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1451",NA
"961","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1458",NA
"963","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1334",NA
"964","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1470",NA
"965","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1348",NA
"966","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1491",NA
"967","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1506",NA
"968","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1516",NA
"969","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1533",NA
"970","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1545",NA
"971","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq1558",NA
"972","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1573",NA
"973","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1574",NA
"974","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1580",NA
"975","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1600",NA
"976","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1617","low"
"977","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1432",NA
"978","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq1636",NA
"979","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1648",NA
"980","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1651",NA
"982","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1685",NA
"983","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1687",NA
"984","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1689",NA
"985","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1691",NA
"986","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1690",NA
"987","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1699","low"
"988","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1547",NA
"989","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1737",NA
"990","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1730",NA
"991","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1743",NA
"992","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq1753",NA
"993","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1761",NA
