"","Kingdom","Phylum","Class","Order","Family","Genus","Species","SourceID","Seq","indtype"
"3680","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq5343",NA
"3681","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq13592",NA
"3682","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20596",NA
"3683","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq10211",NA
"3684","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"LCA_Blast","sq11443",NA
"3685","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"LCA_Blast","sq17657",NA
"3686","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13016",NA
"3687","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2278","low"
"3688","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9787",NA
"3689","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2188",NA
"3690","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq13508",NA
"3691","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15095",NA
"3692","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq10702",NA
"3693","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9059",NA
"3694","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4492",NA
"3695","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9269",NA
"3696","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq10490",NA
"3697","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq72",NA
"3698","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1784",NA
"3699","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20202",NA
"3700","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16855",NA
"3701","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq3903",NA
"3702","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1236",NA
"3703","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1285",NA
"3704","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15921",NA
"3705","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq17076",NA
"3706","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1830",NA
"3707","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20224",NA
"3708","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2369",NA
"3709","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq3484",NA
"3710","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8799",NA
"3711","Metazoa","Mollusca",NA,NA,NA,NA,NA,"LCA_Blast","sq12031",NA
"3713","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq4800",NA
"3714","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq12100",NA
"3715","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11248","low"
"3716","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12331",NA
"3717","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq151",NA
"3718","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16729",NA
"3719","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16834",NA
"3720","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16884",NA
"3721","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20560",NA
"3722","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2358",NA
"3723","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2457",NA
"3724","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2688","low"
"3725","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq3520",NA
"3726","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4253",NA
"3727","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4337",NA
"3728","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8312",NA
"3730","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20726",NA
"3731","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"LCA_Blast","sq11254",NA
"3732","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"LCA_Blast","sq12571",NA
"3733","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq17006",NA
"3734","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18982",NA
"3735","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9077",NA
"3736","Metazoa","Mollusca",NA,NA,NA,NA,NA,"LCA_Blast","sq1909",NA
"3737","Metazoa","Mollusca",NA,NA,NA,NA,NA,"LCA_Blast","sq5456",NA
"3738","Metazoa","Xenacoelomorpha",NA,NA,NA,NA,NA,"LCA_Blast","sq21092",NA
"3739","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq424",NA
"3740","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq10876",NA
"3741","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq16532",NA
"3742","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14219",NA
"3744","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq10076",NA
"3745","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15840",NA
"3746","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq3689",NA
"3747","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11253",NA
"3748","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq15909",NA
"3749","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq20565",NA
"3750","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq9093",NA
"3751","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11008",NA
"3752","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11041",NA
"3753","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13127",NA
"3754","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13820",NA
"3755","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15030",NA
"3756","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15822","low"
"3757","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq17905",NA
"3759","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20652",NA
"3760","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq21979",NA
"3761","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq3149",NA
"3762","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq6876","low"
"3763","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq6975","low"
"3764","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq15922",NA
"3765","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq4325",NA
"3766","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq6176",NA
"3767","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq7475",NA
"3769","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1125",NA
"3770","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1130",NA
"3771","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11970",NA
"3772","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12266",NA
"3773","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12781",NA
"3774","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1396","low"
"3775","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14207",NA
"3776","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1614",NA
"3777","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16818",NA
"3778","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16873",NA
"3779","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq17198",NA
"3780","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20187",NA
"3781","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20505",NA
"3782","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq22356",NA
"3783","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq3061",NA
"3784","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4026",NA
"3785","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq5312",NA
"3786","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8964",NA
"3787","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9676",NA
"3788","Protozoa","Discosea",NA,NA,NA,NA,NA,"LCA_Blast","sq20386",NA
"3789","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1724",NA
"3790","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq5424",NA
"3791","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9565",NA
"3792","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq125",NA
"3793","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13753",NA
"3794","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1544",NA
"3795","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4668",NA
"3796","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq6184",NA
"3797","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq7888",NA
"3798","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8120",NA
"3799","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8786",NA
"3800","Metazoa","Nematoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1092","low"
"3801","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"LCA_Blast","sq16986",NA
"3802","Metazoa","Chordata",NA,NA,NA,NA,NA,"LCA_Blast","sq5451",NA
"3803","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq10058",NA
"3804","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq10659",NA
"3805","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq11434",NA
"3807","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq14524",NA
"3808","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq16313",NA
"3809","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq17175",NA
"3811","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq18090",NA
"3812","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq18888",NA
"3813","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq20278",NA
"3814","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq21504",NA
"3815","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq22118",NA
"3816","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq22302",NA
"3817","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq4889",NA
"3818","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq5844",NA
"3819","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq7028",NA
"3820","Chromista","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq967",NA
"3821","Metazoa","Ochrophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq22395",NA
"3822","Metazoa","Mollusca",NA,NA,NA,NA,NA,"LCA_Blast","sq13466",NA
"3823","Chromista","Cercozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq22110",NA
"3824","Chromista","Cercozoa",NA,NA,NA,NA,NA,"LCA_Blast","sq8920",NA
"3825","Metazoa","Oomycota",NA,NA,NA,NA,NA,"LCA_Blast","sq18138",NA
"3826","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq21230",NA
"3827","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq9150",NA
"3828","Protozoa","Discosea",NA,NA,NA,NA,NA,"LCA_Blast","sq22150",NA
"3829","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq1200",NA
"3830","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq12506",NA
"3831","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq21891",NA
"3832","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq2511",NA
"3833","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq2786",NA
"3834","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq3987",NA
"3835","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq4623",NA
"3836","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq5598",NA
"3837","Metazoa","Porifera",NA,NA,NA,NA,NA,"LCA_Blast","sq7218",NA
"3838","Chromista","Oomycota",NA,NA,NA,NA,NA,"LCA_Blast","sq22527",NA
"3839","Metazoa","Discosea",NA,NA,NA,NA,NA,"LCA_Blast","sq14732",NA
"3840","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq10057",NA
"3841","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq10718",NA
"3844","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq12482",NA
"3845","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq1404",NA
"3847","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq16272",NA
"3848","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq1818",NA
"3849","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq18755",NA
"3850","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq19168",NA
"3851","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq20127",NA
"3852","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq20884",NA
"3853","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq21705",NA
"3854","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq22273",NA
"3855","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq3575",NA
"3857","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq413",NA
"3858","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq4361",NA
"3859","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq4634",NA
"3860","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq4764",NA
"3862","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq5841",NA
"3863","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq6875",NA
"3864","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq7284",NA
"3865","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq8027",NA
"3866","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq818","low"
"3867","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq8557",NA
"3868","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"LCA_Blast","sq8960",NA
"3870",NA,"Haptista",NA,NA,NA,NA,NA,"LCA_Blast","sq19397",NA
"3871","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq10476",NA
"3872","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11290",NA
"3873","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11967",NA
"3874","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1230",NA
"3875","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12368",NA
"3876","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1272",NA
"3877","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12989",NA
"3878","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13559",NA
"3879","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1362",NA
"3880","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13701",NA
"3881","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13740",NA
"3882","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13984",NA
"3883","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14106",NA
"3885","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14700",NA
"3886","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15805",NA
"3887","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16778",NA
"3888","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq17293",NA
"3889","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18129",NA
"3890","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18248",NA
"3891","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18501",NA
"3892","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18534",NA
"3893","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1932",NA
"3894","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq19674",NA
"3895","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq19948",NA
"3896","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20139",NA
"3897","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2312",NA
"3898","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2637",NA
"3899","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq3848",NA
"3900","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4175",NA
"3901","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq5212",NA
"3903","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq6402",NA
"3904","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq647",NA
"3905","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq6702","low"
"3906","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq7735",NA
"3907","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq7860",NA
"3908","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8798",NA
"3909","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq9463",NA
"3910","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq1791",NA
"3911","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq19375",NA
"3912","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq20625",NA
"3913","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq20777",NA
"3914","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq21628",NA
"3915","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"LCA_Blast","sq3024","low"
"3918","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11040",NA
"3919","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11591",NA
"3920","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12340",NA
"3921","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13635",NA
"3922","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13674",NA
"3923","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1394",NA
"3924","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14250",NA
"3925","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14320",NA
"3926","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14851",NA
"3927","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14912",NA
"3928","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15005",NA
"3929","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15489",NA
"3930","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15905",NA
"3931","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq15926",NA
"3932","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq16229",NA
"3933","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18251",NA
"3934","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq18512",NA
"3935","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq19061",NA
"3936","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq19138",NA
"3937","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq19257",NA
"3938","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq19293",NA
"3940","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20124",NA
"3941","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20161",NA
"3942","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20283",NA
"3943","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20301",NA
"3944","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq20504",NA
"3945","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq22057",NA
"3946","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq22109",NA
"3947","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq2379",NA
"3948","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq245",NA
"3949","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4314",NA
"3950","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq4515",NA
"3951","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq500",NA
"3952","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq600",NA
"3953","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq7161",NA
"3954","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq79",NA
"3955","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8342",NA
"3956","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq8968",NA
"3957","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq14585",NA
"3959","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq20270",NA
"3960","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq20682",NA
"3961","Metazoa","Annelida",NA,NA,NA,NA,NA,"LCA_Blast","sq5120",NA
"3962","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq101",NA
"3963","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq10512",NA
"3965","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11240",NA
"3966","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq11295",NA
"3967","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1197","low"
"3968","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12262",NA
"3969","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12303",NA
"3970","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12373",NA
"3971","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12511",NA
"3972","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12527","low"
"3973","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12545",NA
"3974","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12645",NA
"3975","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12689",NA
"3976","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12717",NA
"3977","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq12746",NA
"3978","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13084",NA
"3979","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13191",NA
"3980","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1323",NA
"3981","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13231",NA
"3982","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13511",NA
"3983","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13579",NA
"3984","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq1366","low"
"3986","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"LCA_Blast","sq13821",NA
